national-geographic~National Geographic Staff~Why summer solstice is one of the best times to see Stonehenge~https://www.nationalgeographic.com/travel/world-heritage/stonehenge.html~null,,
national-geographic~Catherine Zuckerman~Prehistoric tree is first of its kind found below the Equator~https://www.nationalgeographic.com/science/2019/06/prehistoric-tree-is-first-of-its-kind-found-below-the-equator.html~null,,
national-geographic~Nadia Drake~Giant 'thread' of radio emissions found linking galaxy clusters~https://www.nationalgeographic.com/science/2019/06/first-radio-thread-found-linking-galaxy-clusters-cosmic-web-universe.html~null,,
national-geographic~Rachel Brown~In France for the Women’s World Cup? Here’s what to do.~https://www.nationalgeographic.com/travel/destinations/europe/france/womens-world-cup-2019-what-to-do.html~null,,
national-geographic~Laura Parker~Tiny plastic pieces are spread throughout the deep sea~https://www.nationalgeographic.com/environment/2019/06/microplastics-spread-throughout-deep-sea-monterey-canyon.html~null,,
national-geographic~Carrie Arnold~If you’re chronically stressed, your dog could be too~https://www.nationalgeographic.com/animals/2019/06/dogs-stress-anxiety-owners-pets.html~null,
national-geographic~Ivan Quintanilla~These monuments honor LGBTQ history around the world~https://www.nationalgeographic.com/travel/lists/activities/lgbtq-monuments-around-the-world.html~null,,
national-geographic~null~In honor of D-Day, here’s how to visit the Normandy coast~https://www.nationalgeographic.com/travel/destinations/europe/france/visit-normandy-beaches-d-day-sites-road-trip.html~null,
national-geographic~Sarah Gibbens~You eat thousands of bits of plastic every year~https://www.nationalgeographic.com/environment/2019/06/you-eat-thousands-of-bits-of-plastic-every-year.html~null,,
national-geographic~Hannah Sheinberg~This is the donut capital of the United States~https://www.nationalgeographic.com/travel/destinations/north-america/united-states/california/los-angeles/donut-capital-of-the-united-states-places-to-eat.html~null,,
cnn~Devan Cole, CNN~New Netflix series brings attention to Trump's call for death penalty in 1989 during Central Park Five case~http://us.cnn.com/2019/06/06/politics/donald-trump-central-park-five-death-penalty-comments/index.html~2019-06-07T11:20:45Z,
cnn~null~Niecy Nash tears up watching scene from 'When They See Us' - CNN Video~http://us.cnn.com/videos/entertainment/2019/06/07/niecy-nash-intv-when-they-see-us-central-park-five-case-sot-nr-vpx.cnn~null,,
cnn~Jason Hanna and Lisa Respers France, CNN~Central Park Five prosecutor Linda Fairstein resigns from board of alma mater Vassar~http://us.cnn.com/2019/06/05/us/linda-fairstein-vassar-college/index.html~2019-06-05T14:55:27Z,
cnn~Caroline Kelly~New York Times: Mexico had planned on most actions in border deal before Trump tariff threat~http://us.cnn.com/2019/06/08/politics/nyt-trump-mexico-agreed-deal-months-ago/index.html~2019-06-08T22:11:46Z,,
cnn~Michael Warren and Fredreka Schouten, CNN~'It's been a disaster.' Inside the Trump super PAC struggles~http://us.cnn.com/2019/06/07/politics/trump-super-pac-america-first/index.html~2019-06-08T20:38:32Z,
cnn~null~SE Cupp hits Biden for 'flip-flops galore' - CNN Video~http://us.cnn.com/videos/politics/2019/06/08/se-cupp-monologue-joe-biden-flip-hyde-vpx.cnn~null,,
cnn~Tara John, CNN~British prime minister hopeful reportedly admits to cocaine use, but does anyone care?~http://us.cnn.com/2019/06/08/uk/michael-gove-cocaine-gbr-intl/index.html~2019-06-08T20:35:10Z
cnn~null~Trump's Moon tweet leads to confusion - CNN Video~http://us.cnn.com/videos/politics/2019/06/08/donald-trump-mars-moon-tweet-sot-vpx.cnn~null,,cnn~Doug Criss, CNN~I'm a black man with a teenage son. I can't bring myself to watch 'When They See Us'~http://us.cnn.com/2019/06/06/entertainment/central-park-five-netflix-criss-trnd/index.html~2019-06-08T17:18:33Z
cnn~Paul Callan~Ava DuVernay's compelling look at tragic injustice of Central Park Five case~http://us.cnn.com/2019/06/01/opinions/when-they-see-us-central-park-five-opinion-callan/index.html~2019-06-01T14:46:59Z
Local Test~Mahalunggu Jubilee~Why summer solstice is one of the best times to see Stonehenge~https://www.nationalgeographic.com/test1~null
Local Test~ZE~Prehistoric tree is first of its kind found below the Equator~https://www.nationalgeographic.com/test2~null
cnn~Doug Criss, CNN~I'm a black man with a teenage son. I can't bring myself to watch 'When They See Us'~http://us.cnn.com/2019/06/06/entertainment/central-park-five-netflix-criss-trnd/index.html~2019-06-08T17:18:33Z
cnn~Jennifer Agiesta, CNN Polling Director~CNN Iowa Poll: Biden leads a tighter top tier in first caucus state~http://us.cnn.com/2019/06/08/politics/iowa-poll-2020-biden-sanders-warren-buttigieg-harris/index.html~2019-06-09T00:04:42Z
cnn~Hollie Silverman, CNN~DC Pride Parade marchers injured after panic caused by noises mistaken for gunshots~http://us.cnn.com/2019/06/08/us/dc-pride-parade-panic/index.html~2019-06-09T00:58:49Z
cnn~Jacopo Prisco~Pride 2019: A colorful history of the rainbow flag~http://us.cnn.com/style/article/pride-rainbow-flag-design-history/index.html~2019-06-07T11:05:58Z
cnn~Dan Merica and Daniella Diaz, CNN~2020 Democrats flock to Des Moines' Pride festival to embrace LGBTQ Iowans~http://us.cnn.com/2019/06/08/politics/iowa-lgbtq-pride-2020-democrats/index.html~2019-06-08T20:45:31Z
cnn~null~Chris Cuomo and Don Lemon blast 'straight pride' parade - CNN Video~http://us.cnn.com/videos/us/2019/06/08/cuomo-lemon-handoff-straight-pride-parade-cpt-vpx.cnn~null
cnn~Leah Asmelash and Allison Morrow, CNN~For the first time ever, Wisconsin is flying the rainbow pride flag over its Capitol building~http://us.cnn.com/2019/06/07/us/wisconsin-pride-flag-trnd/index.html~2019-06-07T19:20:28Z
